lat,lon,img_cnt
0.0,0.0,25412
35.182756,129.114891,5454
35.122915,129.047783,4208
35.195356,129.080492,3912
35.187825,129.07687,3882
35.191597,129.095001,3881
35.145086,129.065308,3880
35.184689,129.076498,3865
35.187885,129.104833,3861
35.166111,129.13384,3856
35.166554,129.134315,3853
35.192586,129.088421,3812
35.090796,129.024139,3779
35.102659,129.037607,3772
35.131162,129.056461,3663
35.131222,129.056886,3634
35.080429,129.972812,2298
35.130103,129.098205,1541
35.118817,129.04581,1431
